idx,event_id,video,gt_label,manual_note,annotation_bucket,note_flags,auto_suggest,auto_reason,human_keep,human_reason,human_note,base_label,base_pred_excerpt,text_positive_hits,text_negative_hits,ovd_found,lcrm_ok,lcrm_signal,lcrm_reason,lcrm_channel,lcrm_score,lcrm_compactness,lcrm_dx_union,lcrm_dy_union,lcrm_edge_norm_gap,lcrm_persistence,lcrm_static_count,lcrm_person_peak,lcrm_vehicle_peak
77,35701425,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有一人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
78,35703757,多车事故_20240614081549_突发事件_35703757.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,异常停车,2024年6月14日08时15分至08时16分，外环高速吴淞江桥南路段，一辆白色轿车在最右侧应急车道停靠，车辆未开启，持续时间超过30秒，符合异常停车行为。,,,True,True,False,score_below_threshold,,0.36,0.719,0.3688,0.1479,0.0,3,11,0,47
79,35569583,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于镜头画面原因所占画面小且事故车辆高度重叠,no_process_parking_with_person,edge_or_small|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
80,35569268,,,无碰撞过程，只看到停车，有人员在车旁，但处在画面边缘 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于镜头原因一辆车只露出一部分（处在画面边缘）,no_process_parking_with_person,edge_or_small|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
81,35636288,,,无碰撞过程，只看到停车，有人员在车旁，俩辆车最开始停在路中间，然后开到边上停下 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
82,35630731,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，存在事故证据,no_process_parking_with_person,explicit_evidence|person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling_with_evidence,,,,,,False,,,,,,,,,,,,,
83,35631807,,,无碰撞过程，只看到停车，有人员在车旁，俩辆车最开始停在路中间，然后开到边上停下 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
84,35631179,,,无碰撞过程，只看到停车，无人员在车旁 只看到停车，无人员，无明显事故证据,no_process_parking_no_person,explicit_no_person|no_evidence,drop,parking_without_handling_evidence,no,weak_evidence,,,,,,False,,,,,,,,,,,,,
85,35633052,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
86,35589992,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，存在事故证据,no_process_parking_with_person,explicit_evidence|person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling_with_evidence,,,,,,False,,,,,,,,,,,,,
87,35585897,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于镜头原因画面不清晰且所占画面小,no_process_parking_with_person,edge_or_small|low_quality|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
88,35585225,,,无碰撞过程，只看到停车，有人员在车旁 三车贴近停靠，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
89,35584031,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
90,35588600,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
91,35584605,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于镜头原因画面不清晰且所占画面小，存在事故证据,no_process_parking_with_person,edge_or_small|explicit_evidence|low_quality|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,yes,post_incident_handling_with_evidence,,,,,,False,,,,,,,,,,,,,
92,35588011,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
93,35653266,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
94,35654829,多车事故_20240530152809_突发事件_35654829.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁 两车相隔较近，有两人在查看车辆碰撞情况/交涉，存在事故证据,no_process_parking_with_person,explicit_evidence|person_handling|person_present|two_or_more_close,keep,post_incident_handling,yes,post_incident_handling_with_evidence,,异常停车,2024年5月30日15时28分05秒至15时29分03秒，外环高速莘朱路路段，一辆灰色轿车在最左侧车道内完全静止，车辆未开启双闪灯，驾驶员下车后在车旁停留并有弯腰动作，疑似检查车辆状况，该行为导致后方车辆被迫减速绕行，影响了正常交通流，且无交通信号灯或标志允许停车，存在明显异常停车特征。,双闪,,True,True,False,score_below_threshold,,0.6645,0.5766,0.3997,0.4458,0.0,12,11,0,35
95,35655292,,,无碰撞过程，只看到停车，有人员在车旁，画面不清晰 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因画面不清晰,no_process_parking_with_person,low_quality|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
96,35650719,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因画面不清晰,no_process_parking_with_person,low_quality|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
97,35654306,,,无碰撞过程，只看到停车，有人员在车旁 三车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因所占画面小，事故车辆重叠,no_process_parking_with_person,edge_or_small|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
98,35654638,多车事故_20240530145601_突发事件_35654638.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因画面不清晰,no_process_parking_with_person,low_quality|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,拥堵,2024年5月30日14时59分30秒，在外环高速蕴川立交西枪机2监控点位，多辆机动车在行驶过程中，未见明显驾驶员下车行为，但随后车辆整体缓慢移动，形成短暂拥堵。涉事车辆包括多辆轿车、货车及厢式车，其中一辆红色货车和一辆白色厢式货车在车流中较为突出。由于车辆密集且通行缓慢，导致后方车辆排队长度逐渐增加，影响了道路通行效率，符合拥堵判断标准中的多辆车缓慢移动、,,,True,True,False,score_below_threshold,,0.5874,0.5545,0.2977,0.5552,0.1519,3,7,0,32
99,35650206,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有一人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
100,35655700,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
101,35651028,,,无碰撞过程，只看到停车，有人员在车旁，俩辆车相隔远 两车相隔较远，有两人在其中一辆车旁查看车辆碰撞情况/交涉,no_process_parking_with_person,far_apart|far_or_unclear_relation|person_handling|person_present,review,post_incident_handling_but_visual_weak,uncertain,far_but_handling,,,,,,False,,,,,,,,,,,,,
102,35653363,多车事故_20240530085706_突发事件_35653363.mp4,多车事故,无碰撞过程，只看到停车，无人员在车旁 两车相隔较近，只看到停车，无人员，无明显事故证据,no_process_parking_no_person,explicit_no_person|no_evidence|two_or_more_close,review,no_person_but_some_accident_evidence,no,weak_evidence,,拥堵,2024年5月30日08:56至08:57，在外环高速顾戴路北（内）路段，发生了一起多车事故。涉事车辆包括一辆白色面包车和一辆黑色轿车，这些车辆在行驶过程中发生了碰撞，导致车辆位置异常，其中白色面包车斜停在车道上，黑色轿车在其前方。事故现场有人员下车交涉，其他车辆被迫紧急避让或停滞，造成了交通拥堵。此次事故的异常特征在于多辆车同时受困，且事故区域内的车辆行为,碰撞|人员下车|下车交涉|斜停,,True,True,True,lcrm_lite_core,strong,0.7804,0.6698,0.3376,0.3226,0.0,3,4,0,37
103,35655332,,,无碰撞过程，只看到停车，有人员在车旁，但摄像头被树叶遮挡 两车贴近停靠，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,occluded|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
104,35651500,,,无碰撞过程，只看到停车，有人员在车旁 两车相隔较近，有两人在查看车辆碰撞情况/交涉，存在事故证据,no_process_parking_with_person,explicit_evidence|person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling_with_evidence,,,,,,False,,,,,,,,,,,,,
105,35629283,,,无碰撞过程，只看到停车，有人员在车旁 两车相隔较近，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
106,35627366,,,无碰撞过程，只看到停车，有人员在车旁，视频最后车开走 两车贴近停靠，有一人在查看车辆碰撞情况/交涉，但出现时间短,no_process_parking_with_person,drive_away|person_handling|person_present|short_duration|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
107,35628681,多车事故_20240523200201_突发事件_35628681.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁 两车相隔较近，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,keep,post_incident_handling,yes,post_incident_handling,,多车事故,2024年5月23日20时01分56秒至20时02分56秒，外环高速吴淞江桥路段发生一起多车事故。事故发生在夜间，监控画面显示该路段车流量较大，车辆行驶缓慢。在右侧车道中，一辆白色轿车与前方货车发生追尾。涉事车辆包括白色轿车、白色厢式货车及一辆黑色集装箱货车，均处于异常停车状态，导致后方车辆被迫减速绕行，形成明显拥堵。事故现场有人员下车交涉，但后方车辆出现紧,碰撞|追尾|人员下车|下车交涉,,True,True,False,static_count_below_threshold,,,,,,,,1,,19
108,35626596,,,无碰撞过程，只看到停车，有人员在车旁，画面不清晰 有多人在查看车辆碰撞情况/交涉，但我只看到单车，画面极不清晰,no_process_parking_with_person,low_quality|person_handling|person_present|single_vehicle,review,post_incident_handling_but_visual_weak,uncertain,single_vehicle_but_evidence,,,,,,False,,,,,,,,,,,,,
109,35596058,,,无碰撞过程，只看到停车，有人员在车旁，视频最后车开走 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,drive_away|person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
110,35592161,,,无碰撞过程，只看到停车，有人员在车旁，但所占画面较小 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于镜头原因画面不清晰所占画面小,no_process_parking_with_person,edge_or_small|low_quality|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
111,35593390,,,无碰撞过程，只看到停车，有人员在车旁，但所占画面较小且画面不清晰 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因画面极不清晰所占画面小，且事故车辆重叠,no_process_parking_with_person,edge_or_small|low_quality|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
112,35591684,,,无碰撞过程，只看到停车，有人员在车旁，在画面边缘 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因一辆车只露出一部分（处在画面边缘）,no_process_parking_with_person,edge_or_small|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
113,35596179,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
114,35662841,,,无碰撞过程，只看到停车，有人员在车旁，但在画面边缘且画面不清晰 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于镜头原因一辆车只露出一部分（处在画面边缘）且画面不清晰,no_process_parking_with_person,edge_or_small|low_quality|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
115,35662777,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有一人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
116,35665088,,,无碰撞过程，只看到停车，无人员在车旁 两车贴近停靠，但无人员信息和明显事故证据,no_process_parking_no_person,explicit_no_person|two_or_more_close,drop,parking_without_handling_evidence,no,parking_no_person_no_evidence,,,,,,False,,,,,,,,,,,,,
117,35667235,,,无碰撞过程，只看到停车，有人员在车旁 两车相隔较远，有多人在其中一辆车旁查看车辆碰撞情况/交涉，存在事故证据,no_process_parking_with_person,explicit_evidence|far_or_unclear_relation|person_handling|person_present,review,post_incident_handling_needs_confirmation,yes,post_incident_handling_with_evidence,,,,,,False,,,,,,,,,,,,,
118,35719202,,,无碰撞过程，只看到停车，有人员在车旁，在画面边缘 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,edge_or_small|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
119,35719823,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
120,35719212,多车事故_20240623031336_突发事件_35719212.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁，随后车开走，但在画面边缘且画面不清晰 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但画面极不清晰,no_process_parking_with_person,drive_away|edge_or_small|low_quality|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,异常停车,2024年6月23日03时13分至03时14分，外环高速京沪立交南2枪机1监控画面显示，夜间雨天路面湿滑，多辆机动车在双向车道上正常行驶。在右侧车道中，一辆白色轿车在右侧应急车道内长时间静止不动，且无驾驶员下车或明显故障迹象，周围其他车辆正常行驶，部分车辆在经过该车时有轻微变道避让行为，表明该车存在异常停车情况，影响了应急车道的正常使用，构成交通安全隐患。,,正常行驶,True,True,False,static_count_below_threshold,,,,,,,,1,,14
121,35719204,,,无碰撞过程，只看到停车，有人员在车旁 两车相隔较近，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
122,35577380,多车事故_20240510091315_突发事件_35577380.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,拥堵,2023年11月9日10时10分至10时11分，S20内至G60出省方向的高架道路出现交通拥堵事件。该路段位于通往杭州方向（G60）与浦东机场方向（S20）的交汇处附近，道路两侧有绿化带和指示牌，上方为跨线桥。视频显示，多辆小轿车、货车及厢式货车在车道上缓慢行驶或停滞，车流密集且持续时间较长，车辆间距明显缩小，部分车辆处于低速蠕动状态，未见明显事故或障碍物。,,未见明显事故|正常行驶,True,True,False,no_pair_after_area_filter,,,,,,,,4,,24
123,35576564,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于镜头原因事故车辆高度重叠且所占画面小,no_process_parking_with_person,edge_or_small|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
124,35576227,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因所占画面小,no_process_parking_with_person,edge_or_small|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
125,35581229,,,无碰撞过程，只看到停车，有人员在车旁，随后车开走 两车相隔较近，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,drive_away|person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
126,35578516,,,无碰撞过程，只看到停车，有人员在车旁  两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
127,35658081,多车事故_20240531123535_突发事件_35658081.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁，随后车开走 两车贴近停靠，有一人在查看车辆碰撞情况/交涉,no_process_parking_with_person,drive_away|person_handling|person_present|two_or_more_close,keep,post_incident_handling,yes,post_incident_handling,,异常停车,2024年5月31日12时58分至12时59分，外环高速吴淞江桥南路段出现异常停车事件。一辆白色厢式货车在右侧应急车道内完全静止，车辆未开启双闪灯，且无明显故障迹象，驾驶员不在车内。该车停靠位置导致后方多辆货车及小客车被迫减速绕行，造成短时通行受阻。周围车辆行驶缓慢，部分车辆变道避让，影响了该路段的正常交通流。此行为符合异常停车判断标准中的多项特征：车辆在非,双闪,,True,True,False,construction_context,,0.3491,0.4396,0.4614,0.6443,0.3308,10,8,0,51
128,35661518,,,无碰撞过程，只看到停车，有人员在车旁，但在画面边缘 两车相隔较近，有一人在查看车辆碰撞情况/交涉，但由于镜头原因一辆车只露出一部分（处在画面边缘），存在事故证据,no_process_parking_with_person,edge_or_small|explicit_evidence|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,yes,post_incident_handling_with_evidence,,,,,,False,,,,,,,,,,,,,
129,35659222,多车事故_20240531162316_突发事件_35659222.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁，但在画面边缘 两车贴近停靠，有一人在查看车辆碰撞情况/交涉（拍照），但由于镜头原因画面不清晰,no_process_parking_with_person,edge_or_small|low_quality|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,异常停车,2024年5月31日16时23分至16时24分，嘉闵西侧定焦07监控点位拍摄到隧道内发生多车事故。事故发生在隧道中段，涉事车辆包括一辆白色货车、一辆白色轿车。视频显示，俩辆车已经发生事故，在最右侧车道停靠，疑似白色轿车追尾白色货车。事故造成右侧车道车辆明显拥堵，部分车辆横向偏移，存在碰撞痕迹，且有人员下车交涉，符合多车事故特征。事故影响了隧道内双向交通流，引,碰撞|追尾|人员下车|下车交涉,,True,True,False,no_pair_after_area_filter,,,,,,,,4,,16
130,35658657,,,无碰撞过程，只看到停车，有人员在车旁 两车相隔较远，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,far_or_unclear_relation|person_handling|person_present,review,post_incident_handling_needs_confirmation,uncertain,far_but_handling,,,,,,False,,,,,,,,,,,,,
131,35337932,,,无碰撞过程，只看到停车，有人员在车旁 两车相隔较近，有两人在查看车辆碰撞情况/交涉，但由于镜头原因画面不清晰，存在事故证据,no_process_parking_with_person,explicit_evidence|low_quality|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,yes,post_incident_handling_with_evidence,,,,,,False,,,,,,,,,,,,,
132,35582753,,,无碰撞过程，只看到停车，有人员在车旁，视频后端被大车挡住 两车贴近停靠，有一人在查看车辆碰撞情况/交涉，视频后段事故车辆在镜头中被大车挡住,no_process_parking_with_person,occluded|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
133,35583445,,,无碰撞过程，只看到停车，有人员在车旁，但在画面边缘 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因一辆车只露出一部分（处在画面边缘）,no_process_parking_with_person,edge_or_small|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
134,35705422,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有一人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
135,35705305,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于镜头原因事故车辆高度重叠且所占画面小,no_process_parking_with_person,edge_or_small|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
136,35704944,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
137,35705258,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
138,35705444,,,无碰撞过程，只看到停车，有人员在车旁，但画面极不清晰 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，但画面极度不清晰，很难看,no_process_parking_with_person,low_quality|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
139,35706708,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
140,35706881,多车事故_20240615170147_突发事件_35706881.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁，但画面不清晰 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但画面不清晰且所占画面小,no_process_parking_with_person,edge_or_small|low_quality|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,拥堵,2024年6月15日17时01分至17时02分，嘉闵西侧定焦05监控点位拍摄到隧道内发生交通拥堵事件。事发地点位于城市高架桥路段，道路两侧设有隔音屏障，车流密集且持续缓慢移动。视频显示，多辆小轿车、SUV及一辆黄色出租车在该路段排队缓行，车辆间距明显缩小，车速显著降低，部分车辆刹车灯亮起，表明车辆处于低速或停滞状态。拥堵主要集中在画面右侧车道，车辆排成长队，,,未见明显事故,True,True,False,no_pair_after_area_filter,,,,,,,,2,,19
141,35706332,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
142,35706415,,,无碰撞过程，只看到停车，有人员在车旁，但所占画面小 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于镜头原因所占画面小且事故车辆重叠,no_process_parking_with_person,edge_or_small|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
143,35706425,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
144,35623247,多车事故_20240522170050_突发事件_35623247.mp4,多车事故,无碰撞过程，只看到停车，无人员在车旁 只看到停车，无人员，无明显事故证据,no_process_parking_no_person,explicit_no_person|no_evidence,drop,parking_without_handling_evidence,no,weak_evidence,,异常停车,2024年5月22日17时00分38秒，在武宁南立交桥B1路段，一辆白色轿车在最右侧车道内完全静止，车辆未开启双闪灯，驾驶员下车后在车旁停留并有弯腰动作，疑似检查车辆故障或处理突发情况。该车停靠位置位于行车道内，非停车区域，且无交通信号灯或标志允许停车，导致后方车辆被迫减速绕行，影响正常通行秩序，构成异常停车事件。,双闪,,True,True,False,score_below_threshold,,0.6151,0.6411,0.3931,0.3212,0.0,3,2,0,14
145,35621658,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
